Vaccine,Geographic Level,Geographic Name,Demographic_Level,Demographic Name,Indicator_label,Indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,2025-01-11,27.7435,19.6087,40,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,January Week 2,2025-01-11,10.0439,2.9659,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2025-01-18,50.2482,24.8211,50,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2025-01-18,10.0439,2.9659,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 3,2025-01-18,10.0439,2.9659,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,2025-01-18,38.5266,25.375,50,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2025-01-18,1.1812,2.3847,50,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,January Week 4,2025-01-25,10.0439,2.9659,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 4,2025-01-25,,,1082,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2025-01-25,,,27,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2025-01-25,,,27,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2025-01-25,,,27,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2025-02-01,28.8651,41.7952,30,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2025-02-01,24.6093,24.3583,30,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,February Week 1,2025-02-01,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2025-02-01,35.8963,41.146,30,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 1,2025-02-01,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 2,2025-02-08,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,February Week 2,2025-02-08,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,2025-02-08,16.6825,13.1531,46,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,2025-02-08,72.6882,15.7047,46,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,2025-02-08,0,0,46,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2025-02-15,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2025-02-15,67.6345,25.6442,72,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2025-02-15,0.653,1.1739,72,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2025-02-15,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2025-02-15,21.0833,25.9276,72,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2025-02-22,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2025-02-22,10.6292,3.0738,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2025-02-22,40.9043,32.1745,52,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2025-02-22,2.8644,3.4944,52,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2025-02-22,45.602,27.7684,52,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2025-03-01,6.1792,11.6009,62,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2025-03-01,15.1947,12.5082,62,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,March Week 1,2025-03-01,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2025-03-01,67.6669,21.8001,62,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 1,2025-03-01,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 2,2025-03-08,2.0964,4.2797,32,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 2,2025-03-08,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,March Week 2,2025-03-08,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 2,2025-03-08,16.771,14.3898,32,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 2,2025-03-08,70.1733,28.2238,32,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 3,2025-03-15,62.3177,24.2907,36,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 3,2025-03-15,0.6491,1.2151,36,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,March Week 3,2025-03-15,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 3,2025-03-15,26.0739,20.2702,36,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 3,2025-03-15,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 4,2025-03-22,2.9451,4.4198,38,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 4,2025-03-22,56.6444,32.4545,38,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 4,2025-03-22,29.4512,30.0474,38,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 4,2025-03-22,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,March Week 4,2025-03-22,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,2025-03-29,4.3657,6.145,38,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,March Week 5,2025-03-29,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 5,2025-03-29,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,2025-03-29,57.6683,30.6216,38,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,2025-03-29,27.0066,22.6458,38,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 1,2025-04-05,,,25,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 1,2025-04-05,,,1082,1
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,April Week 1,2025-04-05,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 1,2025-04-05,,,25,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 1,2025-04-05,,,25,1
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 2,2025-04-12,9.3367,8.9648,49,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,April Week 2,2025-04-12,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 2,2025-04-12,65.6988,25.5687,49,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 2,2025-04-12,14.0051,18.3447,49,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 2,2025-04-12,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 3,2025-04-19,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 3,2025-04-19,69.5822,33.1847,46,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 3,2025-04-19,9.5765,15.6808,46,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 3,2025-04-19,9.8821,12.2803,46,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,April Week 3,2025-04-19,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 4,2025-04-26,10.9593,3.1102,1082,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 4,2025-04-26,16.0966,19.9879,41,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 4,2025-04-26,64.8958,23.666,41,0
COVID,State,Alaska,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 4,2025-04-26,8.0483,14.8182,41,0
COVID,State,Alaska,Overall,6 months-17 years,Up-to-date,Yes,April Week 4,2025-04-26,10.9593,3.1102,1082,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 1,2024-01-06,81.0028,10.4976,48,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,January Week 1,2024-01-06,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 1,2024-01-06,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 1,2024-01-06,9.0731,8.9264,48,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 1,2024-01-06,2.9932,4.1103,48,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 2,2024-01-13,52.1345,15.6151,99,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,January Week 2,2024-01-13,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 2,2024-01-13,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 2,2024-01-13,30.7257,13.1654,99,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 2,2024-01-13,10.2089,13.4374,99,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 3,2024-01-20,11.1331,9.2777,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 3,2024-01-20,71.4864,18.0004,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 3,2024-01-20,10.4495,16.3312,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 3,2024-01-20,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,January Week 3,2024-01-20,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,January Week 4,2024-01-27,6.9309,2.234,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,January Week 4,2024-01-27,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,January Week 4,2024-01-27,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,January Week 4,2024-01-27,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,January Week 4,2024-01-27,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 1,2024-02-03,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 1,2024-02-03,5.5951,6.0173,54,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 1,2024-02-03,45.4864,18.9009,54,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,February Week 1,2024-02-03,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 1,2024-02-03,41.031,19.898,54,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,February Week 2,2024-02-10,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 2,2024-02-10,61.2835,24.4782,60,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 2,2024-02-10,10.3595,10.4973,60,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 2,2024-02-10,20.4694,15.3264,60,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 2,2024-02-10,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 3,2024-02-17,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 3,2024-02-17,,,18,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 3,2024-02-17,,,18,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 3,2024-02-17,,,18,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,February Week 3,2024-02-17,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,February Week 4,2024-02-24,,,27,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,February Week 4,2024-02-24,,,27,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,February Week 4,2024-02-24,,,27,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,February Week 4,2024-02-24,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,February Week 4,2024-02-24,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 1,2024-03-02,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,March Week 1,2024-03-02,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 1,2024-03-02,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 1,2024-03-02,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 1,2024-03-02,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 2,2024-03-09,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 2,2024-03-09,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,March Week 2,2024-03-09,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 2,2024-03-09,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 2,2024-03-09,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 3,2024-03-16,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,March Week 3,2024-03-16,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 3,2024-03-16,,,17,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 3,2024-03-16,,,17,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 3,2024-03-16,,,17,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 4,2024-03-23,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 4,2024-03-23,37.8582,21.7948,30,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 4,2024-03-23,0,0,30,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 4,2024-03-23,54.2543,21.7948,30,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,March Week 4,2024-03-23,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,2024-03-30,57.9704,24.8156,39,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,2024-03-30,32.0082,22.4154,39,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,March Week 5,2024-03-30,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,March Week 5,2024-03-30,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,2024-03-30,2.1339,4.2405,39,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 1,2024-04-06,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 1,2024-04-06,,,21,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 1,2024-04-06,,,21,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 1,2024-04-06,,,21,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,April Week 1,2024-04-06,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 2,2024-04-13,7.7478,14.5719,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 2,2024-04-13,20.0151,14.4011,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 2,2024-04-13,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,April Week 2,2024-04-13,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 2,2024-04-13,64.3496,19.851,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 3,2024-04-20,56.9875,26.283,34,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,April Week 3,2024-04-20,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 3,2024-04-20,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 3,2024-04-20,17.8215,15.1967,34,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 3,2024-04-20,17.3035,22.1705,34,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,April Week 4,2024-04-27,,,28,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,April Week 4,2024-04-27,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,April Week 4,2024-04-27,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,April Week 4,2024-04-27,,,28,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,April Week 4,2024-04-27,,,28,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,May Week 1,2024-05-04,,,23,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 1,2024-05-04,,,23,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,May Week 1,2024-05-04,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,May Week 1,2024-05-04,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 1,2024-05-04,,,23,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 2,2024-05-11,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,May Week 2,2024-05-11,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,May Week 2,2024-05-11,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,May Week 2,2024-05-11,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 2,2024-05-11,,,29,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,May Week 3,2024-05-18,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 3,2024-05-18,72.8109,15.8497,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,May Week 3,2024-05-18,4.0132,7.1448,50,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 3,2024-05-18,15.2884,14.123,50,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,May Week 3,2024-05-18,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,May Week 4,2024-05-25,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,May Week 4,2024-05-25,,,28,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,May Week 4,2024-05-25,7.8875,2.5213,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,May Week 4,2024-05-25,,,28,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,May Week 4,2024-05-25,,,28,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,June Week 1,2024-06-01,8.9002,3.2076,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,June Week 1,2024-06-01,1.1806,2.3004,42,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,June Week 1,2024-06-01,71.3255,17.8826,42,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,June Week 1,2024-06-01,18.5938,14.5718,42,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,June Week 1,2024-06-01,8.9002,3.2076,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,June Week 2,2024-06-08,12.6473,16.3973,40,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,June Week 2,2024-06-08,59.3829,20.7276,40,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,June Week 2,2024-06-08,19.0697,15.2373,40,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,June Week 2,2024-06-08,8.9002,3.2076,1210,0
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,June Week 2,2024-06-08,8.9002,3.2076,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,June Week 3,2024-06-15,,,10,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,June Week 3,2024-06-15,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,June Week 3,2024-06-15,8.9002,3.2076,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,June Week 3,2024-06-15,,,10,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely will get a vaccine,June Week 3,2024-06-15,,,10,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Definitely or probably will not get a vaccine,June Week 4,2024-06-22,,,17,1
COVID,State,Idaho,Overall,6 months-17 years,Up-to-date,Yes,June Week 4,2024-06-22,8.9002,3.2076,1210,0
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Vaccinated,June Week 4,2024-06-22,,,1210,1
COVID,State,Idaho,Overall,6 months-17 years,4-level vaccination and intent,Probably will get a vaccine or are unsure,June Week 4,2024-06-22,,,17,1
