Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,indicator_label,indicator_category_label,Month_Week,Week_ending,Estimate,CI_Half_width_95pct,Unweighted Sample Size,Current_Season_Week_Ending_Label,COVID_season,suppression_flag
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,10/05/2024 12:00:00 AM,27.4,11.3169,67,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,10/05/2024 12:00:00 AM,22.9,9.1422,172,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,10/05/2024 12:00:00 AM,36.4,12.3604,67,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,10/05/2024 12:00:00 AM,8.6,1.867,2721,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,10/05/2024 12:00:00 AM,18.1,14.9062,47,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,10/05/2024 12:00:00 AM,32.8,8.31,183,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,October Week 1,10/05/2024 12:00:00 AM,11.2,1.4093,9267,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,10/05/2024 12:00:00 AM,41.2,19.1243,47,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,10/05/2024 12:00:00 AM,13.7,1.996,9854,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,October Week 1,10/05/2024 12:00:00 AM,13.7,1.996,9854,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,10/05/2024 12:00:00 AM,36,8.2779,183,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,10/05/2024 12:00:00 AM,34.8,10.503,172,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,10/05/2024 12:00:00 AM,6.6,1.121,4777,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,10/05/2024 12:00:00 AM,17.5,6.5758,183,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,October Week 1,10/05/2024 12:00:00 AM,6.6,1.121,4777,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,October Week 1,10/05/2024 12:00:00 AM,8.6,1.867,2721,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,October Week 1,10/05/2024 12:00:00 AM,31.1,9.4825,172,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,October Week 1,10/05/2024 12:00:00 AM,11.2,1.4093,9267,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 1,10/05/2024 12:00:00 AM,32,18.4911,47,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 1,10/05/2024 12:00:00 AM,29.6,11.266,67,10/05/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 5,11/30/2024 12:00:00 AM,20.1,1.8716,9267,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,November Week 5,11/30/2024 12:00:00 AM,20.1,1.8716,9267,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 5,11/30/2024 12:00:00 AM,30.3,11.617,149,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,11/30/2024 12:00:00 AM,9.1,6.2231,149,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,11/30/2024 12:00:00 AM,40.5,12.2104,149,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,November Week 5,11/30/2024 12:00:00 AM,16.3,2.4866,2721,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 5,11/30/2024 12:00:00 AM,,,2721,11/30/2024 12:00:00 AM,2024-2025,1
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 5,11/30/2024 12:00:00 AM,,,25,11/30/2024 12:00:00 AM,2024-2025,1
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,11/30/2024 12:00:00 AM,,,25,11/30/2024 12:00:00 AM,2024-2025,1
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,11/30/2024 12:00:00 AM,,,25,11/30/2024 12:00:00 AM,2024-2025,1
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,November Week 5,11/30/2024 12:00:00 AM,16.3,1.5199,4777,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 5,11/30/2024 12:00:00 AM,16.3,1.5199,4777,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 5,11/30/2024 12:00:00 AM,26.7,12.2037,90,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,11/30/2024 12:00:00 AM,49,12.5667,90,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,November Week 5,11/30/2024 12:00:00 AM,22.1,1.7166,9854,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 5,11/30/2024 12:00:00 AM,22.1,1.7166,9854,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 5,11/30/2024 12:00:00 AM,27.9,6.1136,348,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,11/30/2024 12:00:00 AM,11.4,4.0778,348,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 5,11/30/2024 12:00:00 AM,38.6,6.6292,348,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 5,11/30/2024 12:00:00 AM,8.1,6.1129,90,11/30/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,11/23/2024 12:00:00 AM,34.5,9.6807,250,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,11/23/2024 12:00:00 AM,10.9,5.8025,250,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,11/23/2024 12:00:00 AM,34.5,9.3626,250,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,November Week 4,11/23/2024 12:00:00 AM,16.3,2.4866,2721,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,11/23/2024 12:00:00 AM,16.3,2.4866,2721,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,11/23/2024 12:00:00 AM,26.8,16.5011,40,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,11/23/2024 12:00:00 AM,10.1,14.7542,40,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,11/23/2024 12:00:00 AM,20.1,1.8716,9267,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,November Week 4,11/23/2024 12:00:00 AM,20.1,1.8716,9267,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,11/23/2024 12:00:00 AM,37.9,5.9442,460,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,11/23/2024 12:00:00 AM,10.5,3.7745,460,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,11/23/2024 12:00:00 AM,30.1,5.761,460,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,11/23/2024 12:00:00 AM,21.4,1.4749,9854,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,November Week 4,11/23/2024 12:00:00 AM,21.4,1.4749,9854,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,November Week 4,11/23/2024 12:00:00 AM,16.3,1.5199,4777,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 4,11/23/2024 12:00:00 AM,16.3,1.5199,4777,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 4,11/23/2024 12:00:00 AM,30.2,11.5221,91,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 4,11/23/2024 12:00:00 AM,12.8,8.6457,91,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,11/23/2024 12:00:00 AM,40.7,13.7998,91,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 4,11/23/2024 12:00:00 AM,46.8,19.0809,40,11/23/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/16/2024 12:00:00 AM,31.5,7.7435,275,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,November Week 3,11/16/2024 12:00:00 AM,16.2,2.5342,2721,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/16/2024 12:00:00 AM,16.2,2.5342,2721,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,11/16/2024 12:00:00 AM,41.8,12.1703,46,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/16/2024 12:00:00 AM,18,11.3401,46,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/16/2024 12:00:00 AM,24,12.0546,46,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,November Week 3,11/16/2024 12:00:00 AM,16.3,1.5199,4777,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/16/2024 12:00:00 AM,16.3,1.5199,4777,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,11/16/2024 12:00:00 AM,42.9,23.3302,49,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/16/2024 12:00:00 AM,18.7,16.6807,49,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/16/2024 12:00:00 AM,22.1,13.5316,49,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,November Week 3,11/16/2024 12:00:00 AM,21.4,1.4749,9854,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/16/2024 12:00:00 AM,21.4,1.4749,9854,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,11/16/2024 12:00:00 AM,32.1,6.6664,340,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/16/2024 12:00:00 AM,13.8,4.298,340,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/16/2024 12:00:00 AM,32.7,6.4053,340,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,November Week 3,11/16/2024 12:00:00 AM,18.9,1.3793,9267,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/16/2024 12:00:00 AM,18.9,1.3793,9267,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 3,11/16/2024 12:00:00 AM,30.9,8.3639,275,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/16/2024 12:00:00 AM,18.7,6.7784,275,11/16/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,11/09/2024 12:00:00 AM,20.1,17.1644,35,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,November Week 2,11/09/2024 12:00:00 AM,18.8,1.382,9267,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,11/09/2024 12:00:00 AM,18.8,1.382,9267,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,11/09/2024 12:00:00 AM,29.2,10.059,168,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,11/09/2024 12:00:00 AM,20.2,8.5272,168,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,11/09/2024 12:00:00 AM,31.9,8.8164,168,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,November Week 2,11/09/2024 12:00:00 AM,15.9,2.5657,2721,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,11/09/2024 12:00:00 AM,15.9,2.5657,2721,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,11/09/2024 12:00:00 AM,27.2,16.3298,42,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,11/09/2024 12:00:00 AM,7.5,11.404,42,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,11/09/2024 12:00:00 AM,49.4,20.9514,42,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,November Week 2,11/09/2024 12:00:00 AM,16.3,1.5199,4777,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,11/09/2024 12:00:00 AM,16.3,1.5199,4777,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,11/09/2024 12:00:00 AM,12.7,13.28,35,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,11/09/2024 12:00:00 AM,50.9,24.642,35,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,November Week 2,11/09/2024 12:00:00 AM,21.4,1.4749,9854,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 2,11/09/2024 12:00:00 AM,21.4,1.4749,9854,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 2,11/09/2024 12:00:00 AM,33,7.4494,279,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 2,11/09/2024 12:00:00 AM,12.2,4.7971,279,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 2,11/09/2024 12:00:00 AM,33.3,7.0566,279,11/09/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,November Week 1,11/02/2024 12:00:00 AM,18.6,1.3938,9267,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/02/2024 12:00:00 AM,35.4,6.83,332,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/02/2024 12:00:00 AM,17.8,5.5215,332,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,11/02/2024 12:00:00 AM,27.1,6.0825,332,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,11/02/2024 12:00:00 AM,19.7,1.4881,9854,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,November Week 1,11/02/2024 12:00:00 AM,19.7,1.4881,9854,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/02/2024 12:00:00 AM,25.1,11.0249,30,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/02/2024 12:00:00 AM,12.6,10.1691,30,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,11/02/2024 12:00:00 AM,49.2,10.6148,30,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,11/02/2024 12:00:00 AM,13.2,1.3353,4777,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,November Week 1,11/02/2024 12:00:00 AM,13.2,1.3353,4777,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/02/2024 12:00:00 AM,41.3,26.445,55,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/02/2024 12:00:00 AM,13,12.2686,55,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,11/02/2024 12:00:00 AM,31.2,22.3908,55,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,11/02/2024 12:00:00 AM,14.5,1.8566,2721,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,November Week 1,11/02/2024 12:00:00 AM,14.5,1.8566,2721,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/02/2024 12:00:00 AM,37.7,9.8245,183,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/02/2024 12:00:00 AM,17.1,7.6161,183,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,November Week 1,11/02/2024 12:00:00 AM,26.6,8.7704,183,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,November Week 1,11/02/2024 12:00:00 AM,18.6,1.3938,9267,11/02/2024 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,Up-to-date,Yes,March Week 5,03/29/2025 12:00:00 AM,26.9,1.8141,9267,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,03/29/2025 12:00:00 AM,7.7,3.8455,214,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,03/29/2025 12:00:00 AM,27.4,7.9004,214,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,03/29/2025 12:00:00 AM,8.8,10.1788,67,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 5,03/29/2025 12:00:00 AM,21.4,2.4905,2721,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,Up-to-date,Yes,March Week 5,03/29/2025 12:00:00 AM,21.4,2.4905,2721,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,03/29/2025 12:00:00 AM,2.9,1.7661,117,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 5,03/29/2025 12:00:00 AM,18.8,1.6921,4777,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,03/29/2025 12:00:00 AM,23,10.5532,75,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,03/29/2025 12:00:00 AM,18.1,12.8012,67,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Arizona,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,03/29/2025 12:00:00 AM,51.7,16.6153,67,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Probably will get a vaccine or are unsure,March Week 5,03/29/2025 12:00:00 AM,28.9,11.5547,117,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,03/29/2025 12:00:00 AM,41.2,11.7731,117,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,Up-to-date,Yes,March Week 5,03/29/2025 12:00:00 AM,18.8,1.6921,4777,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 5,03/29/2025 12:00:00 AM,29.1,1.7055,9854,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,Up-to-date,Yes,March Week 5,03/29/2025 12:00:00 AM,29.1,1.7055,9854,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,03/29/2025 12:00:00 AM,35.9,8.5716,214,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 5,03/29/2025 12:00:00 AM,2.9,4.1128,75,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Nevada,Overall,18+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,March Week 5,03/29/2025 12:00:00 AM,55.4,11.6915,75,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,California,Overall,18+ years,4-level vaccination and intent,Received a vaccination,March Week 5,03/29/2025 12:00:00 AM,26.9,1.8141,9267,03/29/2025 12:00:00 AM,2024-2025,0
COVID,State,Hawaii,Overall,18+ years,4-level vaccination and intent,Definitely will get a vaccine,March Week 4,03/22/2025 12:00:00 AM,8.7,3.395,402,03/22/2025 12:00:00 AM,2024-2025,0
